Date & Time	Temp 	Press 	Light Intensity 	BMI	Moisture Correction (ppb) 	SNRrms	SNRpp	NH3(PPM)	NH3 SE(PPM)	NH3 FCT(PPM)	NH3 FCT SE(PPM)	CO2(PPM)	CO2 SE(PPM)	CO2 FCT(PPM)	CO2 FCT SE(PPM)	CO(PPM)	CO SE(PPM)	CO FCT(PPM)	CO FCT SE(PPM)	C2H6(PPM)	C2H6 SE(PPM)	C2H6 FCT(PPM)	C2H6 FCT SE(PPM)	HCHO(PPM)	HCHO SE(PPM)	HCHO FCT(PPM)	HCHO FCT SE(PPM)	FACIDD(PPM)	FACIDD SE(PPM)	FACIDD FCT(PPM)	FACIDD FCT SE(PPM)	CH4(PPM)	CH4 SE(PPM)	CH4 FCT(PPM)	CH4 FCT SE(PPM)	C3H8(PPM)	C3H8 SE(PPM)	C3H8 FCT(PPM)	C3H8 FCT SE(PPM)	SO2(PPM)	SO2 SE(PPM)	SO2 FCT(PPM)	SO2 FCT SE(PPM)	H2O(PPM)	H2O SE(PPM)	H2O FCT(PPM)	H2O FCT SE(PPM)	
6/19/2020 00:01:54	0	0	8.7%	7.949E-2 	1583.84408194858	1268.888	370.754	-0.105	2.436	-0.158	2.440	-41.072	2.970	-41.086	2.970	-0.031	0.165	0.290	0.207	0.086	10.365	0.576	10.362	3.759	4.762	4.539	4.774	0.032	0.355	0.080	0.355	-0.116	0.389	0.034	0.393	-0.096	0.112	-0.285	0.137	-0.999	2.052	-0.951	2.056	-1447.407	10.405	-1447.323	10.412	
6/19/2020 00:02:05	0	0	8.7%	7.949E-2 	1583.84408194858	1266.149	360.725	-0.125	2.436	-0.284	2.437	-41.092	2.971	-41.100	2.974	0.072	0.171	0.272	0.249	0.097	10.359	-0.266	10.366	3.590	4.763	2.667	4.759	0.035	0.355	0.026	0.355	-0.104	0.386	-0.222	0.386	-0.094	0.110	-0.164	0.137	-0.965	2.053	-1.085	2.068	-1447.595	10.407	-1447.908	10.407	
6/19/2020 00:02:16	0	0	8.7%	7.949E-2 	1583.84408194858	1239.301	356.904	-0.134	2.436	-0.380	2.439	-41.070	2.969	-41.075	2.968	0.067	0.166	-0.148	0.220	0.187	10.364	0.138	10.385	3.542	4.764	3.470	4.771	0.029	0.355	0.027	0.356	-0.174	0.387	-0.377	0.400	-0.165	0.108	0.032	0.144	-1.039	2.053	-1.382	2.054	-1447.664	10.408	-1447.545	10.412	
6/19/2020 00:02:26	0	0	8.7%	7.949E-2 	1583.84408194858	1275.366	367.458	-0.193	2.437	0.008	2.439	-41.098	2.971	-41.132	2.974	0.147	0.169	0.217	0.249	0.374	10.364	1.047	10.358	3.672	4.768	4.013	4.773	0.046	0.355	0.069	0.356	-0.174	0.384	-0.101	0.392	-0.128	0.106	-0.094	0.128	-1.109	2.063	-1.020	2.085	-1447.597	10.410	-1447.619	10.414	
6/19/2020 00:02:37	0	0	8.7%	7.949E-2 	1583.84408194858	1266.809	374.568	-0.242	2.436	-0.398	2.435	-41.069	2.970	-40.972	2.965	0.041	0.161	-0.106	0.199	0.226	10.353	-0.014	10.316	3.519	4.766	3.928	4.766	0.037	0.355	0.046	0.355	-0.162	0.381	0.064	0.380	-0.057	0.104	-0.004	0.147	-1.252	2.060	-1.523	2.044	-1447.722	10.406	-1447.824	10.397	
6/19/2020 00:02:48	0	0	8.7%	7.949E-2 	1583.84408194858	1262.316	383.678	-0.200	2.436	-0.041	2.440	-41.067	2.966	-41.089	2.957	0.067	0.158	0.398	0.223	0.283	10.353	-0.038	10.367	3.647	4.767	3.176	4.764	0.027	0.355	-0.014	0.356	-0.136	0.382	-0.129	0.395	0.004	0.105	0.080	0.153	-1.315	2.055	-1.335	2.047	-1447.970	10.405	-1448.897	10.402	
6/19/2020 00:02:58	0	0	8.7%	7.949E-2 	1583.84408194858	1267.535	386.258	-0.130	2.436	-0.025	2.438	-41.043	2.966	-40.981	2.969	0.017	0.166	-0.376	0.239	0.069	10.344	-0.717	10.350	3.508	4.766	2.914	4.768	0.001	0.355	-0.078	0.356	-0.083	0.381	-0.184	0.395	0.007	0.102	0.047	0.133	-1.183	2.054	-0.854	2.052	-1447.948	10.399	-1447.460	10.390	
6/19/2020 00:03:09	0	0	8.7%	7.949E-2 	1583.84408194858	1258.388	384.385	-0.132	2.436	0.004	2.440	-41.046	2.965	-41.141	2.973	-0.008	0.156	0.072	0.214	-0.063	10.347	0.515	10.369	3.347	4.765	3.372	4.766	-0.007	0.355	0.036	0.356	-0.111	0.384	-0.161	0.401	0.023	0.109	-0.032	0.153	-1.215	2.047	-1.146	2.059	-1448.076	10.401	-1448.129	10.420	
6/19/2020 00:03:18	0	0	8.7%	7.949E-2 	1583.84408194858	1262.374	359.499	-0.038	2.438	-0.018	2.442	-41.084	2.966	-41.127	2.968	0.046	0.158	0.093	0.224	0.070	10.364	0.522	10.386	3.450	4.765	4.337	4.767	0.017	0.355	0.141	0.355	-0.136	0.385	-0.034	0.388	-0.088	0.113	-0.447	0.153	-1.185	2.048	-1.403	2.047	-1448.011	10.404	-1447.568	10.409	
6/19/2020 00:03:31	0	0	8.7%	7.949E-2 	1583.84408194858	1264.760	367.171	0.004	2.439	0.040	2.441	-41.055	2.970	-40.972	2.974	-0.174	0.162	-0.472	0.253	0.020	10.368	-0.238	10.381	3.528	4.766	3.492	4.770	0.007	0.355	-0.055	0.356	-0.113	0.384	-0.076	0.388	-0.075	0.114	0.134	0.159	-1.173	2.056	-1.287	2.078	-1447.742	10.407	-1447.823	10.415	
6/19/2020 00:03:41	0	0	8.7%	7.949E-2 	1583.84408194858	1268.455	354.823	-0.024	2.440	-0.194	2.441	-41.087	2.973	-41.108	2.980	-0.231	0.156	-0.603	0.213	0.201	10.373	0.006	10.371	3.764	4.766	3.857	4.765	0.049	0.355	0.091	0.355	-0.084	0.382	-0.070	0.387	-0.109	0.117	-0.091	0.148	-1.285	2.054	-1.305	2.044	-1448.044	10.414	-1448.668	10.417	
6/19/2020 00:03:52	0	0	8.7%	7.949E-2 	1583.84408194858	1264.445	339.503	-0.065	2.438	-0.171	2.434	-41.079	2.973	-41.108	2.971	-0.314	0.164	-0.244	0.236	0.094	10.365	0.085	10.336	3.710	4.764	3.156	4.759	0.049	0.355	0.036	0.355	-0.067	0.380	-0.108	0.391	-0.143	0.115	-0.168	0.135	-1.342	2.055	-1.372	2.061	-1448.221	10.407	-1448.835	10.394	
6/19/2020 00:04:01	0	0	8.7%	7.949E-2 	1583.84408194858	1274.840	349.220	-0.143	2.438	-0.343	2.441	-41.070	2.974	-41.092	2.975	-0.404	0.161	-0.285	0.237	0.093	10.366	0.516	10.390	3.559	4.762	3.735	4.761	0.012	0.355	-0.005	0.356	-0.043	0.382	0.016	0.393	-0.024	0.112	0.028	0.149	-1.266	2.058	-1.100	2.061	-1448.505	10.410	-1448.703	10.421	
6/19/2020 00:04:14	0	0	8.7%	7.949E-2 	1583.84408194858	1275.961	354.002	-0.263	2.436	-0.407	2.436	-41.058	2.973	-40.924	2.970	-0.250	0.155	0.124	0.213	0.428	10.349	1.104	10.315	3.522	4.761	3.341	4.766	0.037	0.355	0.045	0.354	-0.095	0.382	-0.277	0.389	-0.147	0.108	-0.356	0.145	-1.204	2.048	-1.037	2.038	-1448.628	10.407	-1448.316	10.400	
6/19/2020 00:04:24	0	0	8.7%	7.949E-2 	1583.84408194858	1264.523	362.869	-0.236	2.436	0.026	2.442	-41.042	2.973	-41.043	2.977	-0.180	0.157	-0.335	0.220	0.561	10.345	0.540	10.353	3.451	4.764	3.573	4.776	0.019	0.355	0.019	0.356	-0.080	0.385	0.034	0.399	-0.233	0.110	-0.435	0.151	-1.147	2.048	-1.079	2.042	-1448.793	10.408	-1449.330	10.421	
6/19/2020 00:04:35	0	0	8.7%	7.949E-2 	1583.84408194858	1255.542	356.724	-0.092	2.437	0.401	2.438	-40.979	2.975	-40.857	2.978	-0.022	0.164	0.430	0.238	0.555	10.354	0.059	10.373	3.562	4.767	3.602	4.768	0.033	0.355	0.091	0.356	-0.028	0.388	0.117	0.411	-0.230	0.112	-0.156	0.151	-1.137	2.049	-1.331	2.067	-1448.888	10.415	-1449.214	10.422	
6/19/2020 00:04:46	0	0	8.7%	7.949E-2 	1583.84408194858	1238.833	362.490	0.072	2.437	0.303	2.437	-40.976	2.976	-41.082	2.979	0.107	0.167	0.211	0.227	0.280	10.347	-0.584	10.362	3.462	4.766	3.334	4.760	0.076	0.355	0.164	0.356	-0.084	0.391	-0.214	0.406	-0.181	0.110	0.222	0.144	-1.134	2.056	-1.090	2.089	-1448.923	10.415	-1448.845	10.423	
6/19/2020 00:04:56	0	0	8.7%	7.949E-2 	1583.84408194858	1235.498	360.921	0.218	2.437	0.105	2.439	-40.958	2.975	-40.850	2.967	-0.015	0.174	-0.406	0.230	0.042	10.360	0.154	10.368	3.366	4.765	2.958	4.761	0.070	0.355	0.020	0.356	-0.081	0.394	-0.231	0.400	-0.128	0.114	-0.145	0.159	-1.242	2.067	-1.466	2.079	-1448.991	10.415	-1448.585	10.399	
6/19/2020 00:05:07	0	0	8.7%	7.949E-2 	1583.84408194858	1256.306	360.177	0.210	2.438	-0.012	2.443	-40.966	2.972	-41.076	2.965	-0.081	0.170	-0.574	0.202	-0.082	10.369	0.041	10.390	3.372	4.762	3.595	4.765	0.057	0.355	-0.033	0.355	-0.143	0.393	-0.252	0.392	-0.013	0.119	0.026	0.159	-1.245	2.073	-1.093	2.068	-1448.915	10.411	-1449.028	10.408	
6/19/2020 00:05:16	0	0	8.7%	7.949E-2 	1583.84408194858	1270.598	384.950	0.229	2.438	0.464	2.439	-41.023	2.973	-41.083	2.982	-0.266	0.169	-0.342	0.223	-0.080	10.363	0.068	10.348	3.413	4.762	3.767	4.767	0.063	0.355	0.116	0.355	-0.282	0.389	-0.474	0.391	-0.003	0.117	-0.115	0.149	-1.227	2.064	-1.258	2.034	-1448.917	10.411	-1449.225	10.420	
6/19/2020 00:05:29	0	0	8.7%	7.949E-2 	1583.84408194858	1282.672	367.209	0.019	2.440	-0.544	2.444	-41.013	2.974	-41.043	2.982	-0.329	0.171	0.062	0.242	0.050	10.368	-0.063	10.382	3.462	4.764	3.531	4.770	0.040	0.355	0.074	0.357	-0.285	0.387	-0.225	0.396	-0.034	0.116	0.099	0.153	-1.128	2.062	-0.692	2.080	-1448.902	10.411	-1448.780	10.423	
6/19/2020 00:05:39	0	0	8.7%	7.949E-2 	1583.84408194858	1283.624	371.940	0.054	2.440	0.293	2.443	-41.077	2.974	-41.104	2.967	-0.220	0.163	0.014	0.220	0.066	10.372	0.219	10.384	3.666	4.768	3.773	4.774	0.042	0.355	0.029	0.356	-0.237	0.386	-0.045	0.398	-0.019	0.116	-0.083	0.147	-1.069	2.057	-1.232	2.061	-1449.071	10.418	-1449.258	10.426	
6/19/2020 00:05:50	0	0	8.8%	7.949E-2 	1583.84408194858	1262.845	367.506	0.034	2.439	-0.146	2.438	-41.058	2.976	-41.003	2.973	-0.198	0.176	-0.454	0.239	0.155	10.360	0.396	10.341	3.620	4.769	3.410	4.770	0.038	0.356	-0.048	0.356	-0.197	0.387	-0.054	0.396	-0.053	0.108	-0.111	0.132	-1.098	2.054	-1.210	2.053	-1448.917	10.418	-1448.411	10.406	
6/19/2020 00:06:01	0	0	8.7%	7.949E-2 	1583.84408194858	1254.561	356.223	0.131	2.439	0.847	2.440	-41.060	2.974	-41.090	2.975	-0.141	0.177	-0.085	0.232	0.131	10.364	-0.026	10.365	3.569	4.771	3.565	4.776	0.024	0.356	0.060	0.356	-0.132	0.387	-0.205	0.392	0.022	0.107	0.184	0.134	-1.095	2.059	-1.245	2.055	-1448.707	10.417	-1448.383	10.417	
6/19/2020 00:06:11	0	0	8.7%	7.949E-2 	1583.84408194858	1247.607	366.805	0.289	2.438	0.105	2.440	-41.065	2.972	-41.062	2.972	-0.043	0.170	0.449	0.221	0.147	10.359	0.000	10.362	3.567	4.773	3.521	4.775	0.021	0.356	0.058	0.356	-0.043	0.387	0.127	0.394	-0.018	0.109	-0.063	0.145	-1.155	2.057	-0.934	2.071	-1448.610	10.416	-1448.393	10.421	
6/19/2020 00:06:22	0	0	8.7%	7.949E-2 	1583.84408194858	1259.375	376.378	0.201	2.439	-0.037	2.446	-41.030	2.973	-40.965	2.972	-0.063	0.169	-0.072	0.232	0.162	10.362	0.276	10.393	3.660	4.773	4.144	4.777	0.031	0.356	0.072	0.356	-0.091	0.386	-0.197	0.395	-0.053	0.110	-0.223	0.150	-1.179	2.060	-1.329	2.071	-1448.466	10.415	-1448.682	10.423	
6/19/2020 00:06:33	0	0	8.8%	7.949E-2 	1583.84408194858	1269.868	381.506	0.141	2.441	-0.396	2.444	-41.029	2.971	-40.999	2.966	0.094	0.166	0.140	0.203	0.221	10.370	0.634	10.376	3.655	4.774	3.390	4.772	0.056	0.355	0.050	0.355	-0.163	0.382	-0.373	0.382	-0.076	0.109	-0.202	0.134	-1.186	2.059	-1.237	2.051	-1448.659	10.418	-1449.184	10.417	
6/19/2020 00:06:43	0	0	8.7%	7.949E-2 	1583.84408194858	1276.416	389.068	-0.062	2.443	0.094	2.448	-41.040	2.970	-41.133	2.972	0.108	0.162	-0.041	0.232	0.202	10.378	-0.101	10.398	3.565	4.775	3.206	4.783	0.037	0.356	-0.014	0.357	-0.177	0.382	-0.239	0.393	-0.137	0.111	-0.059	0.147	-1.218	2.063	-1.373	2.068	-1448.771	10.421	-1448.827	10.430	
6/19/2020 00:06:54	0	0	8.7%	7.949E-2 	1583.84408194858	1280.343	378.739	-0.210	2.443	-0.425	2.440	-41.046	2.969	-41.088	2.970	-0.043	0.164	-0.191	0.221	0.283	10.376	0.322	10.350	3.697	4.775	4.050	4.772	0.032	0.355	0.038	0.356	-0.210	0.385	-0.037	0.404	-0.171	0.111	-0.200	0.148	-1.232	2.059	-0.991	2.056	-1448.888	10.416	-1448.868	10.401	
6/19/2020 00:07:05	0	0	8.7%	7.949E-2 	1583.84408194858	1278.496	370.466	-0.263	2.442	-0.249	2.442	-41.068	2.971	-41.052	2.979	-0.100	0.167	-0.304	0.240	0.322	10.371	0.432	10.373	3.495	4.775	3.335	4.780	0.043	0.356	0.119	0.357	-0.230	0.386	-0.284	0.398	-0.176	0.109	-0.245	0.151	-1.204	2.058	-1.216	2.068	-1448.768	10.417	-1448.205	10.424	
6/19/2020 00:07:14	0	0	8.7%	7.949E-2 	1583.84408194858	1265.301	364.447	-0.127	2.441	0.078	2.439	-41.065	2.972	-40.987	2.971	-0.176	0.174	-0.222	0.245	0.178	10.368	0.058	10.368	3.626	4.774	3.913	4.767	0.036	0.356	0.020	0.355	-0.224	0.390	-0.339	0.399	-0.128	0.117	-0.009	0.161	-1.202	2.062	-1.228	2.068	-1448.704	10.416	-1448.925	10.414	
6/19/2020 00:07:24	0	0	8.7%	7.949E-2 	1583.84408194858	1241.585	358.473	-0.226	2.438	-0.319	2.438	-41.037	2.973	-41.020	2.974	-0.205	0.177	-0.100	0.238	0.387	10.360	0.734	10.366	3.802	4.769	3.910	4.764	0.043	0.355	0.012	0.355	-0.177	0.390	-0.044	0.391	-0.179	0.115	-0.264	0.139	-1.164	2.059	-1.221	2.054	-1448.600	10.409	-1448.411	10.404	
6/19/2020 00:07:37	0	0	8.7%	7.949E-2 	1583.84408194858	1239.496	358.930	-0.085	2.438	0.175	2.440	-41.054	2.974	-41.159	2.972	-0.223	0.165	-0.276	0.210	0.207	10.365	-0.397	10.369	3.709	4.768	3.678	4.768	0.043	0.355	0.042	0.355	-0.175	0.386	-0.055	0.388	-0.149	0.116	-0.077	0.154	-1.163	2.056	-0.989	2.045	-1448.699	10.413	-1449.265	10.415	
6/19/2020 00:07:48	0	0	8.7%	7.949E-2 	1583.84408194858	1247.166	360.780	-0.063	2.438	-0.162	2.441	-41.062	2.971	-41.081	2.968	-0.202	0.169	-0.230	0.234	0.276	10.367	0.709	10.382	3.714	4.766	3.357	4.769	0.054	0.355	0.159	0.356	-0.205	0.386	-0.410	0.398	-0.079	0.116	0.034	0.155	-1.196	2.053	-1.346	2.058	-1448.953	10.410	-1449.223	10.413	
6/19/2020 00:07:58	0	0	8.7%	7.949E-2 	1583.84408194858	1264.879	365.010	-0.108	2.440	-0.116	2.446	-41.118	2.971	-41.214	2.973	-0.178	0.158	-0.117	0.226	0.269	10.378	0.028	10.410	3.663	4.768	3.710	4.775	0.054	0.355	0.020	0.357	-0.146	0.385	-0.080	0.393	-0.059	0.114	0.071	0.146	-1.196	2.052	-1.230	2.060	-1449.090	10.414	-1449.473	10.428	
6/19/2020 00:08:09	0	0	8.7%	7.949E-2 	1583.84408194858	1280.640	357.659	-0.127	2.440	-0.412	2.439	-41.118	2.971	-41.018	2.974	-0.143	0.161	0.012	0.248	-0.111	10.379	-0.784	10.370	3.562	4.769	3.506	4.770	0.071	0.355	0.080	0.356	-0.193	0.387	-0.227	0.402	0.011	0.115	0.014	0.144	-1.125	2.056	-0.936	2.072	-1449.119	10.416	-1448.525	10.413	
6/19/2020 00:08:20	0	0	8.7%	7.949E-2 	1583.84408194858	1271.119	370.611	-0.145	2.440	0.057	2.440	-41.068	2.969	-40.958	2.964	-0.085	0.172	-0.001	0.217	0.124	10.380	0.540	10.376	3.640	4.768	3.989	4.764	0.069	0.356	0.035	0.356	-0.201	0.392	-0.088	0.411	0.027	0.113	-0.010	0.155	-1.129	2.061	-1.006	2.066	-1448.995	10.413	-1448.765	10.403	
6/19/2020 00:08:30	0	0	8.7%	7.949E-2 	1583.84408194858	1245.997	358.091	-0.157	2.440	-0.195	2.441	-41.062	2.970	-41.059	2.971	0.018	0.167	0.217	0.216	-0.009	10.377	0.178	10.370	3.695	4.770	3.577	4.775	0.063	0.356	0.132	0.357	-0.133	0.394	-0.114	0.410	0.022	0.113	0.012	0.150	-1.117	2.066	-1.296	2.076	-1448.935	10.416	-1448.981	10.424	
6/19/2020 00:08:39	0	0	8.7%	7.949E-2 	1583.84408194858	1243.954	366.600	-0.259	2.439	-0.505	2.441	-40.997	2.970	-40.953	2.972	0.082	0.175	0.127	0.233	0.016	10.366	0.131	10.364	3.699	4.768	3.725	4.769	0.070	0.356	0.048	0.355	-0.067	0.396	0.165	0.401	-0.028	0.117	-0.129	0.154	-1.095	2.068	-1.143	2.068	-1448.864	10.412	-1449.185	10.413	
6/19/2020 00:08:52	0	0	8.8%	7.949E-2 	1583.84408194858	1248.210	373.061	-0.091	2.438	0.210	2.438	-41.025	2.971	-41.131	2.978	0.003	0.161	-0.265	0.217	0.101	10.366	-0.447	10.368	3.728	4.765	3.621	4.757	0.078	0.356	0.111	0.356	-0.117	0.398	-0.407	0.408	-0.016	0.121	0.064	0.157	-1.187	2.070	-1.302	2.081	-1449.113	10.412	-1449.524	10.412	
6/19/2020 00:09:03	0	0	8.7%	7.949E-2 	1583.84408194858	1258.254	375.147	-0.158	2.439	-0.228	2.443	-41.066	2.971	-41.121	2.966	-0.141	0.161	-0.596	0.230	0.069	10.367	0.413	10.382	3.601	4.767	3.483	4.771	0.059	0.355	-0.040	0.355	-0.131	0.392	-0.159	0.389	-0.033	0.116	-0.081	0.147	-1.119	2.070	-0.735	2.068	-1449.198	10.413	-1449.107	10.409	
6/19/2020 00:09:13	0	0	8.7%	7.949E-2 	1583.84408194858	1272.142	378.288	-0.025	2.439	0.299	2.440	-41.039	2.973	-40.949	2.977	-0.289	0.170	-0.347	0.238	0.053	10.366	0.113	10.368	3.484	4.764	3.111	4.764	0.044	0.355	0.071	0.356	-0.132	0.389	-0.103	0.392	-0.038	0.118	-0.007	0.152	-1.058	2.065	-1.052	2.055	-1449.479	10.411	-1450.106	10.416	
6/19/2020 00:09:24	0	0	8.7%	7.949E-2 	1583.84408194858	1267.027	375.990	0.238	2.438	0.679	2.439	-41.062	2.971	-41.047	2.966	-0.293	0.169	0.110	0.228	-0.036	10.359	-0.222	10.336	3.501	4.764	3.790	4.768	0.055	0.355	0.094	0.355	-0.145	0.386	0.103	0.389	-0.033	0.119	-0.108	0.151	-1.090	2.058	-1.269	2.042	-1449.381	10.411	-1448.789	10.412	
6/19/2020 00:09:35	0	0	8.7%	7.949E-2 	1583.84408194858	1250.156	350.095	0.094	2.439	-0.337	2.440	-41.053	2.969	-41.094	2.967	-0.209	0.172	0.101	0.239	0.265	10.354	0.756	10.348	3.504	4.768	3.632	4.771	0.027	0.355	-0.002	0.356	-0.070	0.383	-0.096	0.397	-0.096	0.119	-0.188	0.150	-1.124	2.052	-1.440	2.055	-1449.295	10.408	-1449.184	10.400	
6/19/2020 00:09:44	0	0	8.7%	7.949E-2 	1583.84408194858	1254.899	348.841	0.143	2.437	0.018	2.438	-41.013	2.968	-40.964	2.962	-0.155	0.167	-0.366	0.222	0.151	10.349	-0.042	10.360	3.519	4.767	3.546	4.770	0.029	0.355	-0.034	0.356	-0.128	0.385	-0.392	0.399	-0.170	0.117	-0.377	0.136	-1.273	2.055	-1.332	2.081	-1449.328	10.406	-1449.240	10.400	
6/19/2020 00:09:56	0	0	8.7%	7.949E-2 	1583.84408194858	1258.778	358.377	0.106	2.437	0.077	2.439	-41.075	2.966	-41.195	2.971	-0.064	0.160	-0.005	0.228	0.149	10.348	0.103	10.366	3.720	4.767	3.914	4.764	0.051	0.355	0.161	0.356	-0.101	0.388	-0.032	0.401	-0.170	0.114	-0.008	0.140	-1.230	2.061	-0.880	2.080	-1449.258	10.405	-1449.829	10.414	
6/19/2020 00:10:07	0	0	8.7%	7.949E-2 	1583.84408194858	1240.460	361.231	-0.109	2.439	-0.220	2.446	-41.077	2.968	-41.056	2.973	-0.093	0.162	-0.028	0.225	0.267	10.356	0.251	10.366	3.737	4.771	3.857	4.782	0.016	0.356	-0.045	0.357	-0.180	0.387	-0.225	0.389	-0.221	0.110	-0.313	0.141	-1.266	2.070	-1.413	2.076	-1449.325	10.407	-1449.056	10.420	
